channel_entity_id,channel_entity_type,channel_name,channel_number,super_category_term,category_term,channel_description,channel_image_url,player_landing_page
bbadead9-4fc7-174a-d360-3fd549bc530e,channel-linear,Calgary Flames,923,Sports,NHL Play-by-Play,Live Flames games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vM2YvM2YxMzQ3Mjc1MGFmYWM2NDM3NWYxMDIyMWMyYzZmZGRfMTY5OTQ2MDA3Ni5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/bbadead9-4fc7-174a-d360-3fd549bc530e
cd8a8df0-969f-7824-5ba6-9085d69646dc,channel-linear,Carolina Hurricanes,924,Sports,NHL Play-by-Play,Live Hurricanes games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMDIvMDIzMzczMGRmMmIyODcwOGFlOGYxMzcyMzVmNzNhYTdfMTY5OTQ2MDA4Ny5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/cd8a8df0-969f-7824-5ba6-9085d69646dc
526fb88f-4a11-a342-2c12-13b265a976bc,channel-linear,Chicago Blackhawks,925,Sports,NHL Play-by-Play,Live Blackhawks games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vY2YvY2Y3YzU5OTAxNGZhNTllYmM1NmRmYTJmZWFmZmUxMmVfMTY5OTQ2MDEwOS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/526fb88f-4a11-a342-2c12-13b265a976bc
cbcb6ddc-c39d-b569-feca-1760c4575da6,channel-linear,Colorado Avalanche,926,Sports,NHL Play-by-Play,Live Avalanche games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNTYvNTY4YjU0YjhjNzI1ZGMyMWYwZDljYjE1MmM1MWEwNDhfMTY5OTQ2MDA4Mi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/cbcb6ddc-c39d-b569-feca-1760c4575da6
a6844e11-3385-8ca9-9d43-7778690f1a5a,channel-linear,Columbus Blue Jackets,927,Sports,NHL Play-by-Play,Live Blue Jackets games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNTIvNTJjN2ExZmYzNDY4MDJkMmUyNTE3MmQyMjY0NTMzMzdfMTY5OTQ2MDIxMi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/a6844e11-3385-8ca9-9d43-7778690f1a5a
d55c4c07-402b-0842-a876-8559ea64f494,channel-linear,Dallas Stars,928,Sports,NHL Play-by-Play,Live Stars games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNmMvNmMzODgxMTgwM2YzMjYyYmQzZmJiOWFiODAwYzkwMGZfMTY5OTQ2MDI0NC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/d55c4c07-402b-0842-a876-8559ea64f494
39fb1e22-85b1-90cd-dc54-ed218228b5a2,channel-linear,Detroit Red Wings,929,Sports,NHL Play-by-Play,Live Red Wings games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMmUvMmVjYWE3OWZlMDE3MWJhY2M3Zjc5Y2Y1OTcxMjA5OThfMTY5OTQ2MDE3NC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/39fb1e22-85b1-90cd-dc54-ed218228b5a2
d6931be2-a2b5-6fd7-e8c6-ff4e1a46cc10,channel-linear,Edmonton Oilers,930,Sports,NHL Play-by-Play,Live Oilers games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZDAvZDAxNTRiOGFlZWU3MTY0ZWQ5ZjM3NGM1YzRhYjc2MmJfMTY5OTQ2MDEzMi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/d6931be2-a2b5-6fd7-e8c6-ff4e1a46cc10
8a38d8f9-920b-adab-f0b2-51c590231277,channel-linear,Florida Panthers,931,Sports,NHL Play-by-Play,Live Panthers games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYmIvYmI1ZjVhMTQ1MGRlYmE4MTJmMGU1MzgxMzMxMTA0MDBfMTY5OTQ2MDE4Ny5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/8a38d8f9-920b-adab-f0b2-51c590231277
1413f1e2-2205-b87a-80ef-cdb897803d31,channel-linear,Los Angeles Kings,932,Sports,NHL Play-by-Play,Live Kings games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYjMvYjMxNDIyOTM3MjliNzUzM2M4MDNhZDcxMjVkMGMwNTZfMTcyMzQ4NzExOS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/1413f1e2-2205-b87a-80ef-cdb897803d31
b9a073d8-3d4d-f050-d797-4100d0f2cb7c,channel-linear,Minnesota Wild,933,Sports,NHL Play-by-Play,Live Wild games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYTgvYTgwNzYzMjc5MGY5Nzk5MmZiYjJhMGYxMmVjNTNlZGRfMTY5OTQ2MDIwMi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/b9a073d8-3d4d-f050-d797-4100d0f2cb7c
3298b787-35c9-f236-c885-3e7c760737f0,channel-linear,Montreal Canadiens,934,Sports,NHL Play-by-Play,Live Canadiens games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMWQvMWQyMTUyMWNkNjU0OTk1YTgyMGY3NTU5M2QxMzQzMzBfMTY5OTM2ODY1My5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/3298b787-35c9-f236-c885-3e7c760737f0
5d8bfb31-2244-5e33-7654-6b92f7b2786d,channel-linear,Nashville Predators,935,Sports,NHL Play-by-Play,Live Predators games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMDUvMDUyYTAxNDdjYzhkZTkwN2IzYjNmNGJjYWNkMGU0YTlfMTY5OTM2ODcwOC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/5d8bfb31-2244-5e33-7654-6b92f7b2786d
07523f40-2db7-749a-b453-7a7732cda89c,channel-linear,New Jersey Devils,936,Sports,NHL Play-by-Play,Live Devils games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMjEvMjE0YTE2M2RhNTQ4ODFlNGEzZDg5OGJlODQ4YmZiMzJfMTY5OTQ2MDEwOC5wbmciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/channel-linear/entity/07523f40-2db7-749a-b453-7a7732cda89c
4219787d-1447-1078-8f17-cc4a7dc4d570,channel-linear,New York Islanders,937,Sports,NHL Play-by-Play,Live Islanders games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYWYvYWYzN2E3YzA2ZjVjZTM4OTE4YTcyNDVmMmQ0YTI5NTBfMTY5OTM2ODY3OS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/4219787d-1447-1078-8f17-cc4a7dc4d570
37188687-c182-d226-6061-806722134518,channel-linear,New York Rangers,938,Sports,NHL Play-by-Play,Live Rangers games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZjcvZjc5NjRkZDFkMTNmYmJiYzk0NjJjYjA3ZmNkNjZiZGNfMTY5OTM2ODY4Ny5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/37188687-c182-d226-6061-806722134518
8d416eb2-df73-1bef-2b3f-798efa6e7026,channel-linear,Ottawa Senators,939,Sports,NHL Play-by-Play,Live Senators games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNTIvNTI2OTk5Y2I2ZGM2YWY4NDA5MzJmNjY1MzcyZjVmOGVfMTY5OTM2ODY3Ny5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/8d416eb2-df73-1bef-2b3f-798efa6e7026
ca365b18-a96a-37a5-9fe4-2d2a45fae892,channel-linear,Philadelphia Flyers,940,Sports,NHL Play-by-Play,Live Flyers games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi85ZC85ZDA2ODFjN2VkMTYzYTdkYTk0OGU1MWMzNDk5M2U2NV8xNzYwOTkwMjg2LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/ca365b18-a96a-37a5-9fe4-2d2a45fae892
d7890c84-3980-6144-56bc-b6449cb142bc,channel-linear,Pittsburgh Penguins,941,Sports,NHL Play-by-Play,Live Penguins games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZTQvZTQyODYzMDY0Y2Y2MmM1MDIzZDM1NmYxNmE1YzAwYjZfMTY5OTM2ODYzNi5wbmciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/channel-linear/entity/d7890c84-3980-6144-56bc-b6449cb142bc
31ebdfc0-dc1e-5ade-bc9c-6bb6dda1d46a,channel-linear,San Jose Sharks,942,Sports,NHL Play-by-Play,Live Sharks games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZGIvZGJjZmUzYzU2MTIzYzIyZjBkODFhOTI4ZjIzNmViMzFfMTY5OTM2ODcwMi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/31ebdfc0-dc1e-5ade-bc9c-6bb6dda1d46a
0185552e-93a4-09fa-a5f9-b8aa69f7458f,channel-linear,Seattle Kraken,943,Sports,NHL Play-by-Play,Live Kraken games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMDAvMDBhOTJiZTJhZGVkMjc5NTY4MzM4MGMzMmI1ZmJhNjFfMTcwNzg0MjY3NC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/0185552e-93a4-09fa-a5f9-b8aa69f7458f
7ef15917-d819-08b0-2ca3-4eed7b6f2a7e,channel-linear,St. Louis Blues,944,Sports,NHL Play-by-Play,Live Blues games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi84OS84OTVmNDE1Zjk4ODczYmViOTlkZDliNzI2MzZjNTVjZl8xNzU0MDM2NzUwLmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/7ef15917-d819-08b0-2ca3-4eed7b6f2a7e
4fcf31bd-1eae-b620-5ee3-1eb86f5c95e9,channel-linear,Tampa Bay Lightning,945,Sports,NHL Play-by-Play,Live Lightning games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNjYvNjY0NjlmNTBhNzFjMmFiNjRkZGRmMWNiNjI0ZDI5YzFfMTY5OTQ2MDA5Ni5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/4fcf31bd-1eae-b620-5ee3-1eb86f5c95e9
80742b6d-2284-d129-2e93-c305d00a8492,channel-linear,Toronto Maple Leafs,946,Sports,NHL Play-by-Play,Live Maple Leafs games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYzkvYzkwOTFmOGM4MDJhMWEyY2FiZjU2YjQ3ZjI3MGYzNTJfMTY5OTM2ODY4NS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/80742b6d-2284-d129-2e93-c305d00a8492
93717a84-1d49-a2c5-c49f-77fd2e2ac4bd,channel-linear,Utah Mammoth,947,Sports,NHL Play-by-Play,Live Mammoth games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi8zZi8zZjUzYWQ3N2YzMmYzZTM2YThiYjNjM2EyMDlmZmJhMV8xNzU0MDM2NzQ3LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/93717a84-1d49-a2c5-c49f-77fd2e2ac4bd
54b6dbc7-c1a0-4c38-7f30-3485c6ffdb46,channel-linear,Vancouver Canucks,948,Sports,NHL Play-by-Play,Live Canucks games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNzIvNzIwYWIzZDk3NzkxNmEwNTg1NzdiMzI4YjY2NDc1MGNfMTY5OTQ2MDEwNC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/54b6dbc7-c1a0-4c38-7f30-3485c6ffdb46
d4872bcb-ab54-c000-b525-7f7458e01add,channel-linear,Vegas Golden Knights,949,Sports,NHL Play-by-Play,Live Golden Knights games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZDMvZDM2ZThjNDJmN2RjNGIzMTJhYjgyODYxNGVkMjZjNmNfMTY5OTM2ODY0MC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/d4872bcb-ab54-c000-b525-7f7458e01add
2aff9579-cef8-0c9a-1f27-8c546c8f4cfa,channel-linear,Washington Capitals,950,Sports,NHL Play-by-Play,Live Capitals games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYjIvYjI1YzdlMWIzN2JiODMwMDkyZjUzZmUwYzVjY2U2ZTlfMTY5OTM2ODY3Ny5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/2aff9579-cef8-0c9a-1f27-8c546c8f4cfa
9d367430-7e62-f0ac-2fd9-ec50d49c6820,channel-linear,Winnipeg Jets,951,Sports,NHL Play-by-Play,Live Jets games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZDEvZDE5NzQ4MjQ2Y2ExOTQwZjRhNWZmYmUxZmRjMDFhMzNfMTY5OTM2ODY1MS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/9d367430-7e62-f0ac-2fd9-ec50d49c6820
c4212ffd-b8ea-e00b-abb7-7a78efd0e0a4,channel-linear,Big 12 952,952,Sports,College Play-by-Play,Live Big 12 games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9kOS9kOWQ1NDkwMWE2NGIzMzk5YTRkOTAxZWM2M2QxZjQzMl8xNzcyNDc5NzQyLnBuZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/c4212ffd-b8ea-e00b-abb7-7a78efd0e0a4
6c9062f6-d579-ca09-f6ac-c884e8c5e9b9,channel-linear,Big 12 953,953,Sports,College Play-by-Play,Live Big 12 Games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYjUvYjUzMGQ4NWNhMjAyYzliNDczZjg1YTY1ODQwNjllZjNfMTcxMDc5NDIxNS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/6c9062f6-d579-ca09-f6ac-c884e8c5e9b9
0e3617ab-9b64-4215-de6a-66db75f0f2fe,channel-linear,Big 12 954,954,Sports,College Play-by-Play,Live Big 12 Games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYjUvYjUzMGQ4NWNhMjAyYzliNDczZjg1YTY1ODQwNjllZjNfMTcxMDc5NDIxNi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/0e3617ab-9b64-4215-de6a-66db75f0f2fe
684cd9ac-0af0-2b2e-96dc-660d8cdb1520,channel-linear,ACC 955,955,Sports,College Play-by-Play,Live ACC games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMWIvMWIyMzYzMDE3ZWJiN2Y5MjZlMzFkM2NkY2UzODE4MzFfMTcxMTEyMzAzNi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/684cd9ac-0af0-2b2e-96dc-660d8cdb1520
02ef49c8-8145-d62a-f448-11da698d7fda,channel-linear,ACC 956,956,Sports,College Play-by-Play,Live ACC games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMWIvMWIyMzYzMDE3ZWJiN2Y5MjZlMzFkM2NkY2UzODE4MzFfMTcxMTEyMzAzNy5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/02ef49c8-8145-d62a-f448-11da698d7fda
8a53ab2f-e2bb-5f5f-bb74-b073f7a82647,channel-linear,Big Ten 957,957,Sports,College Play-by-Play,Live Big Ten games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vODkvODk5YjExZmIxODI5MTI1YWNkZTg1OTMwM2UyYWNmYTVfMTcxMDc5NDIxNy5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/8a53ab2f-e2bb-5f5f-bb74-b073f7a82647
dd6389bb-3d84-a715-2bb7-8602b609eb53,channel-linear,Big Ten 958,958,Sports,College Play-by-Play,Live Big Ten games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vODkvODk5YjExZmIxODI5MTI1YWNkZTg1OTMwM2UyYWNmYTVfMTcxMDc5NDIyMC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/dd6389bb-3d84-a715-2bb7-8602b609eb53
dd93c7f3-bccc-1aee-ef6d-c530619efaac,channel-linear,Big Ten 959,959,Sports,College Play-by-Play,Live Big Ten games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZjQvZjRhNDY2YWU0NzhkODBkM2Y2NzE5OWViNjEyYjg0ZmRfMTcxMjY3MTcxOC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/dd93c7f3-bccc-1aee-ef6d-c530619efaac
8c9dc9b4-cd99-0eed-46e3-607caa75296c,channel-linear,SEC 960,960,Sports,College Play-by-Play,Live SEC games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMmMvMmNiNTQzOTM4ZWYzNzQ5NDYwMGUzYzRkZjE4MTJkY2VfMTcxMTQwODMzNS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/8c9dc9b4-cd99-0eed-46e3-607caa75296c
d93c13f8-02fc-93ee-04b7-de929ff2d73f,channel-linear,SEC 961,961,Sports,College Play-by-Play,Live SEC games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMmMvMmNiNTQzOTM4ZWYzNzQ5NDYwMGUzYzRkZjE4MTJkY2VfMTcxMTQwODMzNS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/d93c13f8-02fc-93ee-04b7-de929ff2d73f
9c50e3df-a38c-5c62-d45f-7665f89d2f06,channel-linear,SEC 962,962,Sports,College Play-by-Play,Live SEC games,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMmMvMmNiNTQzOTM4ZWYzNzQ5NDYwMGUzYzRkZjE4MTJkY2VfMTcxMTQwODMzNS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/9c50e3df-a38c-5c62-d45f-7665f89d2f06
5c10b4af-52aa-7d5e-bf1d-d64d3df39716,channel-linear,Sports 963,963,Sports,Other Play-by-Play,College sports PXP & more,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNDAvNDA1MjBjNjZmOGIxZmVkNGI5NDRlNjhjMWUzNmRkMTRfMTcxMjc2MTQ1OC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/5c10b4af-52aa-7d5e-bf1d-d64d3df39716
